id,name,percent_any_financial_aid,percent_any_grant_aid,average_amount_any_grant_aid,percent_federal_grant_aid,average_amount_federal_grant_aid,percent_pell_grant_aid,average_amount_pell_grant_aid,percent_other_grant_aid,average_amount_other_grant_aid,percent_state_grant_aid,average_amount_state_grant_aid,percent_institutional_grant_aid,average_amount_institutional_grant_aid,percent_any_loan_aid,average_amount_any_loan_aid,percent_federal_loan_aid,average_amount_federal_loan_aid,percent_other_loan_aid,average_amount_other_loan_aid
196130,SUNY College at Buffalo,87,73,6508,52,5030,51,4246,44,1016,62,2665,25,1851,69,5915,69,5531,3,8730
196291,SUNY Maritime College,77,43,5567,23,5046,23,4265,22,846,29,3527,10,1957,66,7139,66,5904,7,12019
196413,Syracuse University,76,71,23966,26,5108,25,4319,23,1001,22,2950,71,21412,60,7885,60,6318,6,15904
196431,Talmudical Seminary Oholei Torah,83,83,5830,83,5515,83,5268,41,505,0,,16,1680,0,,0,,0,
196583,Torah Temimah Talmudical Seminary,85,85,3451,16,5166,16,5100,2,600,0,,73,2893,0,,0,,0,
196592,Touro College,100,100,14411,100,6505,75,5550,55,4250,86,5000,100,3600,92,3500,92,3500,0,
196866,Union College,78,73,26947,18,6009,17,4159,18,2257,18,3010,73,24770,64,5609,64,4212,16,5744
197018,United Talmudical Seminary,94,94,5620,82,5517,82,5470,8,500,0,,40,1785,0,,0,,0,
197045,Utica College,99,98,17297,49,4951,49,4021,38,1206,61,2515,95,13675,89,11790,89,9428,16,13003
197151,School of Visual Arts,69,48,9695,28,5112,28,4079,20,1445,16,4150,36,7248,58,10350,57,5561,12,24434
197197,Wagner College,99,98,17890,20,4999,20,4016,17,1112,18,3255,98,16329,67,7494,66,5339,10,15329
197601,Yeshiva Karlin Stolin,100,100,6804,79,5936,79,5500,57,600,0,,100,2140,0,,0,,0,
197610,Yeshivat Mikdash Melech,93,93,7857,83,5690,83,5102,59,829,0,,93,2799,0,,0,,0,
197647,Yeshiva Derech Chaim,85,85,7848,50,5150,50,4538,35,875,0,,85,4819,0,,0,,0,
197692,Yeshiva Shaar Hatorah,60,60,5734,8,6833,8,5500,8,1333,0,,60,4823,0,,0,,0,
197708,Yeshiva University,81,80,25753,27,4139,20,4133,20,1582,11,2968,80,24035,41,6806,34,5679,34,2613
197993,Bennett College for Women,97,91,8391,82,5453,82,4847,53,944,51,3141,34,4582,93,12196,93,11784,3,11344
198419,Duke University,62,54,32271,19,7141,13,4289,17,4617,11,3138,47,33403,35,4150,35,4108,0,7413
198464,East Carolina University,73,52,7552,34,4812,34,4276,22,832,43,2980,39,2597,63,6084,62,5383,7,8007
198543,Fayetteville State University,91,89,7918,76,6294,75,5371,59,1290,74,2335,61,938,68,4460,68,4460,0,
198598,Greensboro College,99,99,15793,48,5235,48,4224,36,1362,54,4059,96,11392,86,7855,86,6521,11,10009
198613,Guilford College,99,99,16737,44,5744,41,4228,35,2327,44,6244,99,11391,94,7475,77,7714,21,5171
198695,High Point University,83,76,8087,12,4831,12,3687,8,1778,21,3443,66,7311,55,7994,54,5343,8,18159
198747,Laurel University,90,90,5414,90,5275,90,5175,30,300,0,,10,1250,80,6250,80,6250,0,
198756,Johnson C Smith University,98,94,13060,65,5372,65,5014,14,1665,35,2997,63,12296,74,7154,74,6716,2,14300
198835,Lenoir-Rhyne University,100,100,18951,47,5091,45,4160,35,1469,72,4244,99,13522,92,5393,92,5210,1,17760
198950,Meredith College,100,100,18697,34,6417,34,5073,34,1355,83,5878,95,12223,64,10424,64,7978,8,20527
198969,Methodist University,100,99,14548,47,5061,46,4045,42,1153,51,3957,98,10139,75,6955,75,5851,8,10381
199102,North Carolina A & T State University,95,86,8124,68,5550,68,4825,61,837,72,2935,51,2057,83,5678,82,5443,3,7883
199111,University of North Carolina at Asheville,70,61,6953,33,4532,33,3875,27,793,43,3070,50,2900,48,5001,45,4623,6,5191
199120,University of North Carolina at Chapel Hill,70,51,11341,22,5009,20,4316,20,1292,26,3837,46,7946,28,5445,27,4812,3,8089
199139,University of North Carolina at Charlotte,76,61,6945,38,5070,38,4283,36,846,48,3117,46,1736,61,5590,60,5029,5,7228
199148,University of North Carolina at Greensboro,77,63,8287,45,5157,45,4412,43,807,56,3057,48,2399,61,5218,59,4943,4,6946
199157,North Carolina Central University,98,90,9618,77,6449,76,5355,63,1412,76,2840,64,2403,86,5828,86,5826,0,2500
199184,University of North Carolina School of the Arts,78,69,7723,29,4917,29,4073,24,1026,25,2789,68,4729,61,7492,61,5606,6,18100
199193,North Carolina State University at Raleigh,70,53,9508,25,5126,25,4191,22,1207,37,3459,45,5474,45,5317,44,4813,4,7692
199209,North Carolina Wesleyan College,100,94,9115,59,3722,45,4120,44,779,60,3408,63,6937,62,6139,62,6143,0,5682
199218,University of North Carolina at Wilmington,68,45,6367,23,4483,22,3891,17,818,31,3385,37,2300,50,5619,48,5116,5,7061
199272,William Peace University,100,100,17843,59,4724,56,4332,58,624,88,4183,99,11506,82,6218,82,6028,3,5080
199315,Piedmont International University,94,94,5380,54,4907,54,4341,46,664,0,,74,3253,66,6239,66,6239,0,
199412,Queens University of Charlotte,99,99,15665,35,3914,35,3914,0,,57,5493,93,11790,86,5604,86,4765,9,8298
199582,Saint Augustines College,91,85,5017,64,2932,64,2632,21,892,57,2476,13,7391,83,3916,80,3870,3,5062
199607,Salem College,100,100,22123,83,4312,53,4435,46,2671,65,5709,98,15140,99,5409,81,4513,18,9424
199643,Shaw University,99,94,7683,83,5238,83,4528,34,1762,64,3208,11,7583,89,6910,89,6778,1,10825
199847,Wake Forest University,80,63,22950,16,8597,14,3725,15,5804,28,2672,47,26156,44,7429,42,5703,16,5438
199971,Carolina Christian College,89,78,6446,78,6313,78,5550,78,763,0,,78,133,89,5688,89,5688,0,
199999,Winston-Salem State University,96,88,8620,74,5597,73,4910,52,1032,75,3392,33,2697,79,5551,79,5373,3,5154
200280,University of North Dakota,88,65,4201,23,4635,23,3727,19,1209,24,2006,48,2398,64,7968,63,5733,19,8066
200332,North Dakota State University-Main Campus,90,66,4411,26,4807,26,3695,23,1243,26,1823,41,2898,67,7429,66,5552,18,7162
200800,University of Akron Main Campus,91,75,6002,50,4689,50,3913,33,1178,37,860,36,5152,71,6560,71,5782,6,9718
201061,Art Academy of Cincinnati,100,100,12389,46,4570,46,3907,28,1090,28,1866,100,9764,84,5551,84,5348,4,4250
201645,Case Western Reserve University,79,76,24904,21,6191,21,3874,21,2371,11,1509,76,23163,59,7532,58,5684,15,7442
201858,Cincinnati Christian University,99,93,7070,54,4192,54,3808,24,856,23,1577,82,4836,94,5150,94,4524,6,9530
201885,University of Cincinnati-Main Campus,83,58,7287,24,5101,24,3904,22,1316,15,952,53,5471,62,5743,59,5433,3,11194
202046,Cleveland Institute of Art,100,100,17578,48,5099,48,4372,32,1097,27,1666,100,14654,93,7474,80,6425,12,14265
202073,Cleveland Institute of Music,98,98,20632,17,5775,17,4200,16,1750,7,1349,98,19525,57,5712,55,5437,3,7250
202134,Cleveland State University,92,80,7063,54,5831,54,5234,37,878,42,959,49,4300,70,5888,70,5492,3,9662
202170,Columbus College of Art and Design,100,100,15683,65,3673,45,4248,20,2348,31,1656,100,12791,88,6734,77,6324,11,9663
202480,University of Dayton,99,98,15426,18,5987,18,3868,18,2165,9,1738,98,14187,59,7850,59,5342,10,14778
202541,DeVry University-Ohio,99,96,5638,82,4829,82,4446,27,1166,1,4369,64,2248,95,8604,95,8446,2,8735
202806,Franklin University,88,81,4458,80,3644,80,3558,12,572,66,1001,4,884,82,6188,82,6188,0,
202903,Gods Bible School and College,94,92,4481,68,4299,68,3893,38,731,15,192,47,2530,17,3496,15,3808,2,1000
203775,Malone University,100,100,14749,55,5298,53,4041,51,1561,35,1600,100,11270,79,6507,79,5791,19,3050
203845,Marietta College,100,92,17700,35,5613,35,4464,33,1239,22,1590,92,15173,87,8212,87,6206,13,13475
204015,Miami University-Middletown,88,73,4771,68,4832,68,4608,16,1001,0,168,15,1120,76,5951,76,5951,0,
204176,Mount Carmel College of Nursing,86,66,3293,54,1940,25,3304,28,713,14,1595,42,2170,61,8015,61,7039,4,14000
204617,Ohio Dominican University,100,100,18954,61,5170,60,4091,53,1338,50,1420,100,15088,86,6106,86,5850,3,6699
204796,Ohio State University-Main Campus,82,70,7543,20,4618,20,3828,18,877,12,1434,69,6075,44,6662,44,5381,5,11899
205027,Pontifical College Josephinum,30,25,5232,20,3950,15,4667,10,900,20,1775,5,3261,25,7599,25,6085,5,7570
205957,Franciscan University of Steubenville,95,88,7459,27,4253,27,3584,25,776,6,899,86,6222,84,5793,84,4329,10,11905
206084,University of Toledo,99,97,7334,52,5117,52,4416,42,885,37,1022,87,4703,69,6304,68,5802,4,8196
206279,Union Institute & University,80,80,5636,67,4831,60,5101,7,2400,40,2400,53,615,80,9698,80,8865,7,10000
206525,Wittenberg University,98,97,21975,29,5381,27,3894,28,1898,13,1716,97,20174,71,8321,71,6371,52,2627
206622,Xavier University,100,100,16741,23,4882,22,3864,23,1117,9,1691,100,15485,61,8502,61,5705,8,20607
206695,Youngstown State University,96,75,6490,60,4921,60,4532,28,866,50,1015,35,4069,71,6241,71,6028,2,8323
206914,Cameron University,87,78,5617,53,4935,51,4422,27,1293,30,2289,39,2831,39,5279,39,5234,0,6454
207324,Oklahoma Christian University,100,100,9083,35,3863,35,3863,0,,14,3493,100,7231,68,6249,64,6255,4,6156
207458,Oklahoma City University,96,93,15817,22,5111,22,4038,16,1484,17,4072,91,14186,56,7658,56,6376,5,14409
207582,Oral Roberts University,96,95,12081,43,4957,43,4399,25,975,10,3206,94,9636,69,7896,69,7562,3,8565
207971,University of Tulsa,94,93,19147,21,5376,21,3979,18,1568,22,4977,93,16764,40,6765,39,5970,3,11990
208239,The Art Institute of Portland,90,60,5345,56,4841,55,4228,29,1363,0,,28,1679,86,7153,86,6364,6,11204
208488,Concordia University-Portland,100,100,12587,37,4205,37,3952,8,1232,12,1582,100,10830,76,6548,75,5438,9,9978
208725,New Hope Christian College,100,94,6298,73,4488,73,4251,30,570,0,,85,3125,82,6537,82,5889,6,8750
209056,Lewis & Clark College,84,75,21999,21,5942,20,4250,20,1936,5,1751,75,20222,50,6593,49,5769,3,12965
209287,Multnomah University,75,68,5676,48,3800,48,3690,7,750,0,,56,3614,75,5392,75,5025,2,11738
209409,Northwest Christian University,100,100,14848,61,4596,60,3918,44,1064,20,1622,100,11704,97,8268,97,7450,7,11939
209542,Oregon State University,85,66,6036,30,4795,30,4192,18,979,10,1940,56,4210,57,6180,56,5527,3,11996
209551,University of Oregon,72,57,6570,23,5146,23,4294,20,1021,4,1477,52,4759,46,6281,46,5562,2,15765
209603,Pacific Northwest College of Art,100,100,13609,50,5058,50,4605,32,719,10,1865,100,10897,78,7075,78,6451,4,11232
209807,Portland State University,70,50,7378,39,5142,39,4573,22,1018,8,1543,32,4979,51,6187,51,5564,3,12276
209825,University of Portland,95,94,17777,25,5261,25,4107,23,1266,6,1759,94,16385,60,6090,60,5295,3,14771
209922,Reed College,58,47,33933,21,5108,18,4324,21,1289,3,1448,46,32532,45,4803,42,3976,3,14296
210304,Warner Pacific College,94,90,7922,57,5122,56,4529,35,1074,11,1785,79,5092,77,6816,77,6623,2,8275
210401,Willamette University,93,93,23532,27,6265,27,3911,19,3290,21,1281,93,21460,87,6361,87,5816,4,11898
210571,Albright College,98,97,18058,46,5554,45,4178,24,2740,39,3087,97,14213,95,8289,88,6519,17,12791
210775,Alvernia University,100,99,12874,38,5009,38,3947,30,1364,46,2434,99,9801,86,10090,86,7855,15,12795
210942,The Art Institute of Philadelphia,92,81,4701,56,4624,56,4371,17,860,21,2865,57,1006,88,10388,88,6630,20,17007
210960,The Art Institute of Pittsburgh,96,88,6288,62,5580,62,4420,61,1193,33,3203,70,1420,89,8870,89,7025,10,16282
211431,Carlow University,100,100,18324,59,5848,59,4318,57,1612,72,3117,99,12683,99,6007,99,5590,5,7751
211440,Carnegie Mellon University,72,58,23232,13,7487,13,4311,13,3241,5,2547,57,21430,46,7110,46,5575,3,20460
211468,Cedar Crest College,100,100,19680,54,5089,54,4019,49,1165,46,3072,100,15522,87,7267,87,5897,9,13526
211556,Chatham University,100,100,19275,71,2804,42,4017,29,1068,36,2826,100,16258,88,6007,81,5265,7,14166
211583,Chestnut Hill College,94,94,16570,30,4948,29,4368,17,1353,23,3032,94,14248,76,13107,75,6342,37,13860
